norm_name,github_login,confidence,gh_name,gh_company,followers,method,resolved_at,recheck_after
sven tessmann,setema-cs,HIGH,Sven Tessmann,Comsysto Reply,0,fullname,2026-06-28,
jan thewes,JWThewes,MED,Jan Thewes,AWS,7,fullname,2026-06-28,2026-09-26
sebastian tiemann,sebtiem,HIGH,Sebastian Tiemann,,13,fullname,2026-06-28,
sergej tihonov,Sergej-Tihonov,MED,Sergej Tihonov,,4,fullname,2026-06-28,2026-09-26
frank tingle,ftingle,MED,Frank Tingle,Sonatype,0,fullname,2026-06-28,2026-09-26
kai todter,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
joshua topfer,hollesse,HIGH,Joshua Töpfer,innoQ Deutschland GmbH,37,fullname+org,2026-06-28,
stefan toth,fetsto,HIGH,Stefan Toth,,1,fullname+jvmrepo,2026-06-28,
mario trzensky,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
catalin tudose,seeq-ops,MED,Tudose Catalin,,1,fullname,2026-06-28,2026-09-26
tal uscher,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
rogier van boxtel,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
mike van der bijl,2015767,HIGH,mike van der bijl,Mike's Web Visions,0,fullname+jvmrepo,2026-06-28,
tammo van lessen,vanto,HIGH,Tammo van Lessen,INNOQ,92,fullname+dominant,2026-06-28,
thomas velden,,UNRESOLVED,,,,fullname,2026-06-28,2026-09-26
gien verschatse,selketjah,MED,Gien Verschatse,@eightpointsquared ,30,fullname,2026-06-28,2026-09-26
natale vinto,blues-man,HIGH,Natale Vinto,Red Hat Inc.,114,fullname,2026-06-28,
almudena vivanco gonzalez,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
david vlijmincx,davidtos,HIGH,David Vlijmincx,,18,fullname+jvmrepo,2026-06-28,
daniel voelsen,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
markus voelter,markusvoelter,HIGH,Markus Voelter,Independent Consultant,171,fullname+jvmrepo,2026-06-28,
lars vogel,vogella,HIGH,Lars Vogel,vogella GmbH,1037,fullname+jvmrepo,2026-06-28,
karsten voges,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
christian voigt,christianvoigt,MED,Christian Voigt,,46,fullname,2026-06-28,2026-09-26
alexander von zitzewitz,a-zitzewitz,HIGH,Alexander von Zitzewitz,@sonargraph,1,fullname+jvmrepo,2026-06-28,
michael voss,Voss-Mike,MED,Michael Voss,Premier Inc.,0,fullname,2026-06-28,2026-09-26
merlin walter,chronolumia,HIGH,Tim Merlin Walter,NetApp,7,fullname+jvmrepo,2026-06-28,
sandra warmbrunn,smily75,MED,Sandra Warmbrunn,,5,fullname,2026-06-28,2026-09-26
hillel wayne,hwayne,MED,Hillel Wayne,,881,fullname,2026-06-28,2026-09-26
wolfgang weigend,wolfgangweigend,HIGH,Wolfgang Weigend,,1,fullname,2026-06-28,
till weinert,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
alexander wei haupt,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
alex wellnitz,alexohneander,HIGH,Alex Wellnitz,Materna Information & Communications SE,33,fullname+jvmrepo,2026-06-28,
sarah wells,sjwells,HIGH,Sarah Wells,,19,fullname+jvmrepo,2026-06-28,
carsten wendt,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
christian wenz,wenz,HIGH,Christian Wenz,,37,alias,2026-06-28,
bjorn wenzel,DaspawnW,HIGH,Björn Wenzel,Schenker AG,39,fullname,2026-06-28,
matthias we endorf,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
ralf westbrock,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
marek wester,themarek,HIGH,Marek Wester,,2,fullname+jvmrepo,2026-06-28,
christian weyer,ChristianWeyer,HIGH,Christian Weyer,@thinktecture,243,fullname+dominant,2026-06-28,
mike wiesner,mikewiesner,HIGH,Mike Wiesner,,19,fullname+jvmrepo,2026-06-28,
rene wilby,rbrki07,HIGH,René Wilby,Freelance Senior Software Engineer,13,fullname,2026-06-28,
stefan wilk,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
kevin wittek,kiview,HIGH,Kevin Wittek,@testcontainers @docker,308,fullname+jvmrepo,2026-06-28,
marcus wojtusik,way2sick,HIGH,Marcus Wojtusik,@audi-sdc ,5,fullname,2026-06-28,
stefan wolf,wolfs,HIGH,Stefan Wolf,@gradle ,118,fullname,2026-06-28,
eberhard wolff,ewolff,HIGH,Eberhard Wolff,Head of Architecture at SWAGLab,1140,fullname,2026-06-28,
janek wonner,,UNRESOLVED,,,,fullname,2026-06-28,2026-09-26
tobias worenkamper,rd-tobias-woerenkaemper,HIGH,Tobias Wörenkämper,REWE digital GmbH,0,fullname,2026-06-28,
maximilian worner,maxwoerner,MED,Maximilian Wörner,,5,fullname,2026-06-28,2026-09-26
christian worz,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
johannes wu,hansz84,MED,Johannes Wu,,0,fullname,2026-06-28,2026-09-26
tim wullner,timwuellner,MED,Tim Wüllner,,0,fullname,2026-06-28,2026-09-26
erkan yanar,erkules,MED,Erkan Yanar,,138,fullname,2026-06-28,2026-09-26
xin yao,yaox12,HIGH,Xin Yao,@NVIDIA,134,fullname+dominant,2026-06-28,
isabella zaczek,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
manuel zapf,SantoDE,HIGH,Manuel Zapf,@codecentric,69,fullname+dominant,2026-06-28,
rene zarwel,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
oliver zeigermann,DJCordhose,HIGH,Oliver Zeigermann,,257,fullname+jvmrepo,2026-06-28,
dr olaf zimmermann,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
tim zoller,javahippie,HIGH,Tim Zöller,@lambdaschmiede,114,fullname+jvmrepo,2026-06-28,
stefan zorner,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
buhake sindi,TheEliteGentleman,HIGH,Buhake Sindi,,28,fullname+jvmrepo,2026-06-28,
aljosa vister,aljosavister,MED,Aljoša Vister,SIJ Acroni d.o.o.,0,fullname,2026-06-28,2026-09-26
kristjan cuznar,CuAuPro,MED,Kristjan Cuznar,,8,fullname,2026-06-28,2026-09-26
daniel overby hansen,dohdatabase,HIGH,Daniel Overby Hansen,@Oracle,2,fullname,2026-06-28,
karin patenge,karinpatenge,HIGH,Karin Patenge,Oracle Global Services Germany GmbH,15,fullname,2026-06-28,
richard martens,rmartenss4s,HIGH,Richard Martens,SMART4Solutions B.V.,5,fullname,2026-06-28,
kim berg hansen,kibeha,HIGH,Kim Berg Hansen,Cegal Danmark A/S,10,fullname,2026-06-28,
robert cmrlec,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
marco sussitz,ReneThu,HIGH,Marco Sussitz,Dynatrace,0,fullname,2026-06-28,
renee wikestad,RWikestad,HIGH,Renée Wikestad,Oracle Global Services Norway,0,fullname,2026-06-28,
alexis zrimec,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
jan jez,it2314,MED,Jan Jež,,0,fullname,2026-06-28,2026-09-26
martin bach,martin-bach-oracle,HIGH,Martin Bach,Oracle,0,fullname,2026-06-28,
marcin przepiorowski,pioro,MED,Marcin Przepiorowski,@dbops,43,fullname,2026-06-28,2026-09-26
gianni ceresa,gianniceresa,HIGH,Gianni Ceresa,DATAlysis LLC,19,fullname,2026-06-28,
mirela ardelean,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
bostjan stor,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
marin niehues,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
rodrigo jorge,dbarj,HIGH,Rodrigo Jorge,@Oracle ,74,fullname,2026-06-28,
mojca gros,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
matej zeleznik,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
michiel daerden,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
petro velychko,petrceo,MED,Petro Velychko,,1,fullname,2026-06-28,2026-09-26
dr mark little,,UNRESOLVED,,,,fullname-ascii,2026-06-28,2026-09-26
neil chandler,neilchandler,MED,Neil Chandler,,11,fullname,2026-06-28,2026-09-26
mike durran,mike-durran,HIGH,Mike Durran,,1,fullname,2026-06-28,
lucas hirschegger,lucashir,MED,Lucas Hirschegger,,1,fullname,2026-06-28,2026-09-26
matej nedic,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
jan martiska,jmartisk,HIGH,Jan Martiska,IBM,66,fullname,2026-06-28,
rok garbas,garbas,HIGH,Rok Garbas,Nix - Elm - Rust - Python,234,fullname+dominant,2026-06-28,
ariel david jancar,ariel-jancar,MED,Ariel David Jančar,,0,fullname,2026-06-28,2026-09-26
urh srecnik,usrecnik,HIGH,Urh Srečnik,Abakus Plus d.o.o.,7,fullname+jvmrepo,2026-06-28,
gilson martins,gilsonMartins,HIGH,Gilson Martins Junior,,4,fullname+jvmrepo,2026-06-28,
leon stanko,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
ales cadez,alscdz,MED,Ales Cadez,,0,fullname-ascii,2026-06-28,2026-09-26
mitja golouh,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
ziga vaupot,zigavaupot,MED,Žiga Vaupot,,0,fullname,2026-06-28,2026-09-26
sandi holub,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
vili tajnic,ViliTajnic,HIGH,Vili Tajnic,Oracle,4,fullname-ascii,2026-06-28,
andrej pashchenko,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
aleksandar stoisavljevic,astoisavljevic,HIGH,Aleksandar Stoisavljevic,Levi9,1,fullname+jvmrepo,2026-06-28,
patrik dudits,pdudits,HIGH,Patrik Duditš,,25,fullname+jvmrepo,2026-06-28,
mohamed mortadha manai,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
yishai beeri,yishaibeeri,MED,Yishai Beeri,,4,fullname,2026-06-28,2026-09-26
dominik znidarsic,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
werner keil,keilw,HIGH,Werner Keil,CATMedia,245,fullname,2026-06-28,
erik van roon,erikvanroon,HIGH,Erik van Roon,EvROCS,4,fullname,2026-06-28,
yvind isene,oisene,MED,Øyvind Isene,,1,fullname,2026-06-28,2026-09-26
scott sosna,scsosna99,HIGH,Scott C Sosna,Datasite,5,fullname+jvmrepo,2026-06-28,
robert korosec,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
monika lewandowska,zabadragon,MED,Monika Lewandowska,,0,fullname,2026-06-28,2026-09-26
kamil stawiarski,ora600pl,HIGH,Kamil Stawiarski,"ORA-600 | Database Whisperers Rębecki, Rydz, Stawiarski Sp. J.",85,fullname,2026-06-28,
dani schnider,DSchnider,MED,Dani Schnider,,0,fullname,2026-06-28,2026-09-26
sergej rozman,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
akihiro nishikawa,anishi1222,HIGH,Akihiro Nishikawa,Microsoft,13,fullname,2026-06-28,
atsushi,AtsushiSakai,HIGH,Atsushi Sakai,,4810,fullname,2026-06-28,
ayako hayasaka,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
ayana murakami,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
cassandra chin,Tingsters,HIGH,Cassandra Chin,Colorado State University Global,3,fullname,2026-06-28,
chavdar dimitrov,chavdim,HIGH,Chavdar Dimitrov,,10,fullname+jvmrepo,2026-06-28,
daishi tabata,tabata-d,HIGH,Daishi Tabata,Fujitsu,3,fullname+jvmrepo,2026-06-28,
gara,gaawal,MED,Gara,,18,fullname,2026-06-28,2026-09-26
hirokuni maeta,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
igu,,UNRESOLVED,,,,fullname,2026-06-28,2026-09-26
irof,irof,HIGH,irof,,79,fullname+jvmrepo,2026-06-28,
junhee lee,junh0328,MED,JUNHEE LEE,wrtn technologies,156,fullname,2026-06-28,2026-09-26
ken sipe,kensipe,HIGH,Ken Sipe,Code Mentor,226,fullname,2026-06-28,
kenji kazumura,kazumura,HIGH,Kenji Kazumura,Fujitsu Limited,7,fullname,2026-06-28,
koki hoshihara,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
lambig,lambig,HIGH,Lambig,,1,fullname+jvmrepo,2026-06-28,
masaki yamakawa,masaki-yamakawa,HIGH,Masaki Yamakawa,"ULS Consulting, Inc.",5,fullname,2026-06-28,
masanori tani,uta8a,HIGH,Masanori Tani,Cybozu,180,fullname,2026-06-28,
masatoshi tada,MasatoshiTada,HIGH,Masatoshi Tada,,70,fullname+jvmrepo,2026-06-28,
masuda220,,UNRESOLVED,,,,fullname,2026-06-28,2026-09-26
negima,,UNRESOLVED,,,,fullname,2026-06-28,2026-09-26
nrs masanobu naruse,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
saoko uranaka,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
shigeki shoji,takesection,HIGH,Shigeki Shoji,,29,fullname+jvmrepo,2026-06-28,
shimashima35,,UNRESOLVED,,,,fullname,2026-06-28,2026-09-26
shun watanabe,shika358,MED,Shun Watanabe,,12,fullname,2026-06-28,2026-09-26
stephen chin,steveonjava,MED,Stephen Chin,,214,fullname,2026-06-28,2026-09-26
takahiro nagao,tnagao7,HIGH,Takahiro Nagao,Fujitsu Limited,3,fullname,2026-06-28,
takeshi miyajima,miyazi777,MED,takeshi miyajima,,6,fullname,2026-06-28,2026-09-26
takumi endo,ENDOTAKUMI,MED,ENDO Takumi,,27,fullname,2026-06-28,2026-09-26
toru takahashi,toru-takahashi,MED,Toru Takahashi,"Treasure Data, Inc.",18,fullname,2026-06-28,2026-09-26
wagyu,mukamikou,MED,wagyu,,72,fullname,2026-06-28,2026-09-26
yohei kajiro,y-kajiro,MED,Yohei Kajiro,,0,fullname,2026-06-28,2026-09-26
yoshihiko minami,nannany,MED,minami yoshihiko,,9,fullname,2026-06-28,2026-09-26
yuichi sakuraba,skrb,HIGH,Yuichi.Sakuraba,,49,fullname+jvmrepo,2026-06-28,
yuji nakagawa,yuji1919,MED,Nakagawa Yuji,,0,fullname,2026-06-28,2026-09-26
yujisoftware,,UNRESOLVED,,,,fullname,2026-06-28,2026-09-26
yusuke saito,ysaito8015,MED,Yusuke Saito,,104,fullname,2026-06-28,2026-09-26
yuya296,yuya296,MED,yuya296,,0,fullname,2026-06-28,2026-09-26
yuya miyamoto,Ymmy833y,HIGH,Yuya Miyamoto,,6,fullname+jvmrepo,2026-06-28,
,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
anton arhipov,antonarhipov,HIGH,Anton Arhipov,JetBrains,614,fullname,2026-06-28,
atila fassina,atilafassina,HIGH,Atila Fassina,,339,fullname+org,2026-06-28,
erik rasmussen,erikras,HIGH,Erik Rasmussen,,2583,fullname,2026-06-28,
martijn verburg,karianna,HIGH,Martijn Verburg,@Microsoft,331,fullname,2026-06-28,
a n m bazlur rahman,rokon12,HIGH,A N M Bazlur Rahman ,Hammerspace,650,fullname,2026-06-28,
andrea peruffo,andreaTP,HIGH,Andrea Peruffo,IBM,175,fullname+jvmrepo,2026-06-28,
andrei novov,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
andy damevin,ia3andy,HIGH,Andy Damevin,Red Hat,60,fullname,2026-06-28,
catarina ventura gamboa,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
charly gomez,chargome,HIGH,Charly Gomez,@getsentry,25,fullname,2026-06-28,
dan neciu,Cst2989,MED,Neciu Aurel Dan,Phallanx,48,fullname,2026-06-28,2026-09-26
daniel afonso,dafonsodev,HIGH,Daniel Afonso,,7,fullname,2026-06-28,
faris aziz,farisaziz12,HIGH,Faris Aziz,Smallpdf,79,fullname,2026-06-28,
harshil agrawal,harshil1712,HIGH,Harshil Agrawal,@cloudflare,332,fullname,2026-06-28,
jaros aw pa ka,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
luis ventura,luisvent,HIGH,Luis Ventura,LeapXL,65,fullname+dominant,2026-06-28,
luqman saeed,Luqmansaeed,MED,Luqman Saeed,,0,fullname,2026-06-28,2026-09-26
mario zenha rela,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
mikhail korolev,RoboNET,HIGH,Mikhail Korolev,BFS Innotech,10,fullname+jvmrepo,2026-06-28,
nuno lourenco,nunolourenco,HIGH,Nuno Lourenço,University of Coimbra,78,fullname+dominant,2026-06-28,
penousal machado,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
ramona schwering,leichteckig,HIGH,Ramona Schwering,@mittwald,217,fullname,2026-06-28,
ricardo costa,rcosta358,HIGH,Ricardo Costa,"LASIGE, FCUL",26,fullname,2026-06-28,
ricardo magalhaes,magalhini,HIGH,Ricardo Magalhães,Mercury,91,fullname+dominant,2026-06-28,
rita castro,ritamcastro,HIGH,Rita Castro,SDC:LX,54,fullname,2026-06-28,
sara vieira,SaraVieira,HIGH,Sara Vieira,@askorama ,4271,fullname+org,2026-06-28,
sergey beryozkin,sberyozkin,HIGH,Sergey Beryozkin,@IBM,114,fullname,2026-06-28,
shaaf syed,sshaaf,HIGH,Shaaf Syed,@RedHatOfficial,58,fullname,2026-06-28,
adele carpenter,adele97,HIGH,Adele Carpenter,,3,fullname+jvmrepo,2026-06-28,
akniyet arysbayev,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
aleksei zinovev,zaleslaw,HIGH,Aleksei Zinovev,@JetBrains ,228,fullname,2026-06-28,
alessio della motta,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
alexander sysoev,Mr3zee,HIGH,Alexander Sysoev,JetBrains,129,fullname,2026-06-28,
anastasiia birillo,nbirillo,HIGH,Anastasiia Birillo,JetBrains Research,55,fullname,2026-06-28,
andrey bragin,EugeneTheDev,HIGH,Andrey Bragin,,35,fullname+jvmrepo,2026-06-28,
anna kozlova,akozlova,HIGH,Anna Kozlova,,118,fullname+jvmrepo,2026-06-28,
arnaud giuliani,arnaudgiuliani,HIGH,Arnaud Giuliani,Kotzilla,446,fullname,2026-06-28,
artem kobzar,JSMonk,HIGH,Artem Kobzar,,382,fullname+org,2026-06-28,
aurimas liutikas,,UNRESOLVED,,,,fullname,2026-06-28,2026-09-26
ben kadel,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
benedict kerres,benk-openai,HIGH,Benedict Kerres,OpenAI,0,fullname,2026-06-28,
bernd prunster,JesusMcCloud,HIGH,Bernd Prünster,@a-sit-plus ,38,fullname,2026-06-28,
bowen feng,thebowenfeng,MED,Bowen Feng,,20,fullname,2026-06-28,2026-09-26
brian norman,bnorm,HIGH,Brian Norman,@JetBrains,160,fullname,2026-06-28,
chantal loncle,bog-walk,HIGH,Chantal Loncle,JetBrains ,15,fullname,2026-06-28,
christian ryan,ChristianRyan,HIGH,Christian Ryan,@anthropics ,13,fullname,2026-06-28,
dan kim,dandelin,MED,Wonjae (Dan) Kim,@twelvelabs-io,263,fullname,2026-06-28,2026-09-26
daniel santiago rivera,,UNRESOLVED,,,,fullname,2026-06-28,2026-09-26
daniil karol,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
denis ambatenne,d-ambatenne,HIGH,Denis Ambatenne,JetBrains,0,fullname,2026-06-28,
duncan mcgregor,dmcg,HIGH,Duncan McGregor,oneeyedmen,155,fullname+jvmrepo,2026-06-28,
elif bilgin morris,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
eric kuck,EricKuck,HIGH,Eric Kuck,,148,fullname+jvmrepo,2026-06-28,
filipp zhinkin,fzhinkin,HIGH,Filipp Zhinkin,,39,fullname+jvmrepo,2026-06-28,
gabriele pappalardo,gabryon99,HIGH,Gabriele Pappalardo,@JetBrains ,88,fullname,2026-06-28,
gleb lukianets,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
hadi hariri,hhariri,HIGH,Hadi Hariri,JetBrains,2077,fullname+jvmrepo,2026-06-28,
hammad akram,Hamadakram,HIGH,Hammad Akram,H&M,93,fullname+jvmrepo,2026-06-28,
huyen tue dao,queencodemonkey,HIGH,Huyen Tue Dao,Randomly Typing,476,fullname+jvmrepo,2026-06-28,
ian botsford,ianbotsf,MED,Ian Botsford,AWS,12,fullname,2026-06-28,2026-09-26
ian lake,ianhanniballake,HIGH,Ian Lake,@google,1464,fullname,2026-06-28,
ian leshan,ianleshan,HIGH,Ian Leshan,,3,fullname+jvmrepo,2026-06-28,
idan nakav,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
jake wharton,JakeWharton,HIGH,Jake Wharton,@SkylightFamily,68381,fullname,2026-06-28,
jeffrey van gogh,jvgogh,HIGH,Jeffrey van Gogh,Google Inc,18,fullname,2026-06-28,
jessalyn wang,JessalynWang,HIGH,Jessalyn Wang,Amazon,9,fullname,2026-06-28,
jesse wilson,swankjesse,HIGH,Jesse Wilson,"Square, Inc.",6512,fullname+jvmrepo,2026-06-28,
joffrey bion,joffrey-bion,HIGH,Joffrey Bion,JetBrains,73,fullname,2026-06-28,
john o reilly,joreilly,HIGH,John O'Reilly,,2494,fullname+jvmrepo,2026-06-28,
konstantin tskhovrebov,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
ksenia shneyveys,Belosnegova,HIGH,Ksenia Shneyveys,JetBrains,8,fullname,2026-06-28,
lauren darcey,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
lena reinhard,lenareinhard,MED,Lena Reinhard,,71,fullname,2026-06-28,2026-09-26
marat akhin,ice-phoenix,HIGH,Marat Akhin,JetBrains,23,fullname,2026-06-28,
marc reichelt,mreichelt,HIGH,Marc Reichelt,,120,fullname+jvmrepo,2026-06-28,
marcello galhardo,marcellogalhardo,HIGH,Marcello Galhardo,,265,fullname,2026-06-28,
marcin mycek,Herudaio,HIGH,Marcin Mycek,JetBrains,2,fullname,2026-06-28,
maria krishtal,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
marton braun,zsmb13,HIGH,Márton Braun,,1015,fullname,2026-06-28,
matt dyor,dyor,HIGH,Matt Dyor,,10,fullname+jvmrepo,2026-06-28,
meike felicia hammer,meikefeliciah,MED,Meike Felicia Hammer,,1,fullname,2026-06-28,2026-09-26
merlin pahic,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
michail zarecenskij,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
michal harakal,michalharakal,HIGH,Michal Harakal,,31,fullname+jvmrepo,2026-06-28,
mohamed ben rejeb,AzizTN01,HIGH,Mohamed aziz ben rejeb,,2,fullname+jvmrepo,2026-06-28,
nat pryce,npryce,HIGH,Nat Pryce,Technemetis Ltd.,512,fullname+jvmrepo,2026-06-28,
natasha murashkina,murfel,HIGH,Natasha Murashkina,Saint Petersburg HSE'21 (ex SPbAU),40,fullname+jvmrepo,2026-06-28,
nicole terc,nicole-terc,HIGH,Nicole Terc,,103,fullname+jvmrepo,2026-06-28,
oliver okrongli,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
omico wang,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
pamela hill galloway,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
paul merlin,eskatos,HIGH,Paul Merlin,Gradle,221,fullname+jvmrepo,2026-06-28,
phil burk,philburk,HIGH,Phil Burk,Mobileer,356,fullname+jvmrepo,2026-06-28,
rahul behera,thebehera,HIGH,Rahul Behera,"Airbnb, EX-Instagram",27,fullname,2026-06-28,
rooz sf,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
olivier abdelnour,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
khadija abdelouali,,UNRESOLVED,,,,fullname,2026-06-28,2026-09-26
jules agostini,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
mohamed ait abderrahman,anunnakian,HIGH,Mohamed AIT ABDERRAHMAN,,34,fullname+jvmrepo,2026-06-28,
modeste assiongbon,rblmdst,MED,Modeste ASSIONGBON,,15,fullname,2026-06-28,2026-09-26
vincent aubrun,mmvaubrun,HIGH,Vincent AUBRUN,Manomano,0,fullname,2026-06-28,
florent albert,florent-albert,HIGH,Florent ALBERT,PTC,2,fullname+jvmrepo,2026-06-28,
mickael alves,mickaelalvs,HIGH,Mickaël Alves,Zenika,36,fullname,2026-06-28,
pierre andrieux,winderslide008,MED,Pierre Andrieux,,7,fullname,2026-06-28,2026-09-26
lionel armanet,lionelarmanet,MED,Lionel Armanet,,0,fullname,2026-06-28,2026-09-26
sara attallah gherardi,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
marjorie aubert,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
lucas audart,Slocaly,HIGH,Audart Lucas,@kolecto ,15,fullname,2026-06-28,
alexia audevart,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
l titia avrot,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
jonathan baranzini,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
jerome baton,JeromeBaton,MED,Jerome BATON,,0,fullname,2026-06-28,2026-09-26
hela ben khalfallah,helabenkhalfallah,HIGH,Héla Ben Khalfallah,helabenkhalfallah,95,fullname+dominant,2026-06-28,
benjamin bernard,Benvii,HIGH,Benjamin BERNARD,Maison du libre,21,fullname+org,2026-06-28,
frederic bisson,Zigazou,MED,Frédéric BISSON,,61,fullname,2026-06-28,2026-09-26
thomas blaisot,tblaisot,HIGH,Thomas Blaisot,onepoint,2,fullname,2026-06-28,
said boudjelda,bmscomp,HIGH,Said Boudjelda,@SCIAM-FR,51,fullname,2026-06-28,
jason bourlard,rapsspider,HIGH,Jason BOURLARD,Sopra Steria,5,fullname,2026-06-28,
caroline boyer,CarolineBoyer,MED,Caroline BOYER,@usnistgov,3,fullname,2026-06-28,2026-09-26
jean philippe baconnais,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
geoffrey beausire,geobeau,MED,Geoffrey Beausire,,10,fullname,2026-06-28,2026-09-26
gwenael bec,blastgwen,HIGH,Gwenaël Bec,,6,fullname+jvmrepo,2026-06-28,
simon bedard,JavaKhanStudio,HIGH,Simon Bédard,,15,fullname+jvmrepo,2026-06-28,
jean philippe bempel,jpbempel,HIGH,Jean-Philippe Bempel,Datadog,72,fullname,2026-06-28,
romain benassi,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
zineb bendhiba,zbendhiba,HIGH,Zineb BENDHIBA,IBM,77,fullname+jvmrepo,2026-06-28,
nicolas benhamou,Natural0rder,HIGH,Nicolas Benhamou,MongoDB,3,fullname,2026-06-28,
guillaume benoot,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
marion beretti,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
emmanuel bernard,emmanuelbernard,HIGH,Emmanuel Bernard,Red Hat,389,fullname,2026-06-28,
florian bernard,fb64,HIGH,Florian Bernard,,25,fullname+jvmrepo,2026-06-28,
ivan bethus,ibethus,HIGH,Ivan Béthus,,4,fullname+jvmrepo,2026-06-28,
yohan bismuth,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
luis blanche,LuisBlanche,MED,Luis Blanche,,19,fullname,2026-06-28,2026-09-26
nailya bogrova,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
